,Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
7072,ST JACQUES DE LEEDS,QUEBEC,7027382,5494,,,46.27,-71.37,461600000.0,-712200000.0,290.0,1965,1994,,,1965.0,1994.0,1965.0,1994.0
7073,ST JEAN,QUEBEC,7027390,5495,,,45.3,-73.27,451800000.0,-731600000.0,41.5,1963,1965,,,1963.0,1965.0,1963.0,1964.0
7074,ST JEAN CHRYSOSTOME,QUEBEC,7027391,5496,,,46.72,-71.22,464300000.0,-711300000.0,53.3,1968,1985,,,1968.0,1985.0,1969.0,1985.0
7075,ST JEAN DE BREBEUF,QUEBEC,7027392,5497,,,46.18,-71.45,461100000.0,-712700000.0,263.7,1965,1985,,,1965.0,1985.0,1965.0,1985.0
7076,ST JULIEN,QUEBEC,7027426,5498,,,46.0,-71.53,460000000.0,-713200000.0,452.6,1965,1982,,,1965.0,1982.0,1965.0,1982.0
7077,ST LAMBERT,QUEBEC,7027437,10939,,WLH,45.5,-73.52,453000000.0,-733100000.0,6.7,1994,1994,1994.0,1994.0,,,,
7078,ST LAURENT (COLLEGE),QUEBEC,7027440,5499,,,45.52,-73.67,453100000.0,-734000000.0,38.1,1931,1967,,,1931.0,1967.0,1931.0,1967.0
7079,SAINT-GERMAIN-DE-GRANTHAM,QUEBEC,7027470,47587,71967.0,MSI,45.83,-72.54,454931200.0,-723213100.0,85.0,2008,2022,2008.0,2022.0,2008.0,2022.0,,
7080,SAINT-LOUIS,QUEBEC,7027490,43191,,MLI,45.87,-73.0,455212018.0,-730016319.0,31.0,2005,2007,2005.0,2007.0,,,,
7081,ST LUDGER,QUEBEC,7027516,5500,,,45.75,-70.68,454500000.0,-704100000.0,335.0,1964,2022,,,1964.0,2022.0,1964.0,2018.0
7082,STE MADELEINE,QUEBEC,7027517,5501,,,45.62,-73.13,453700000.0,-730800000.0,30.0,1979,2016,,,1979.0,2016.0,1979.0,2016.0
7083,ST MALO D AUCKLAND,QUEBEC,7027520,5502,,,45.2,-71.5,451200000.0,-713000000.0,564.0,1949,2022,,,1949.0,2022.0,1949.0,2018.0
7084,STE MARTINE,QUEBEC,7027540,5503,,,45.22,-73.85,451300000.0,-735100000.0,38.1,1963,2022,,,1963.0,2022.0,1963.0,2018.0
7085,ST MATHIAS,QUEBEC,7027550,5504,,,45.3,-71.4,451800000.0,-712400000.0,,1973,1975,,,1973.0,1975.0,1973.0,1975.0
7086,ST MATHIEU LAPRAIRIE,QUEBEC,7027560,5505,,,45.35,-73.53,452100000.0,-733200000.0,30.5,1948,1982,,,1948.0,1982.0,1948.0,1982.0
7087,SAINT-MICHEL-DE-NAPIERVILLE,QUEBEC,7027570,42604,,MSX,45.19,-73.62,451113000.0,-733727000.0,59.0,2004,2006,2004.0,2006.0,,,,
7088,ST NAZAIRE,QUEBEC,7027588,5506,,,45.73,-72.62,454400000.0,-723700000.0,68.6,1973,2021,,,1973.0,2021.0,1973.0,2018.0
7089,ST ODILON,QUEBEC,7027593,5507,,,46.35,-70.65,462100000.0,-703900000.0,358.1,1965,1994,,,1965.0,1994.0,1965.0,1994.0
7090,ST PIERRE BAPTISTE,QUEBEC,7027653,5508,,,46.2,-71.63,461200000.0,-713800000.0,289.6,1965,1982,,,1965.0,1982.0,1965.0,1982.0
7091,ST PIERRE DE BROUGHTON,QUEBEC,7027656,5509,,,46.25,-71.22,461500000.0,-711300000.0,365.8,1965,2022,,,1965.0,2022.0,1965.0,2018.0
7092,ST PROSPER,QUEBEC,7027660,5510,,,46.22,-70.5,461300000.0,-703000000.0,281.9,1963,2022,,,1963.0,2022.0,1963.0,2018.0
7093,ST REMI,QUEBEC,7027690,5511,,,45.28,-73.6,451700000.0,-733600000.0,53.3,1963,1991,,,1963.0,1991.0,1963.0,1991.0
7094,ST ROMUALD,QUEBEC,7027700,5512,,,46.77,-71.22,464600000.0,-711300000.0,38.1,1963,1968,,,1963.0,1968.0,1963.0,1968.0
7095,STE ROSALIE,QUEBEC,7027718,5513,,,45.62,-72.87,453700000.0,-725200000.0,42.7,1968,1982,,,1968.0,1982.0,1968.0,1982.0
7096,SAINTE-SABINE,QUEBEC,7027720,42012,,MSB,45.22,-73.02,451324000.0,-730124000.0,49.0,2003,2006,2003.0,2006.0,,,,
7097,ST SEBASTIEN,QUEBEC,7027725,5514,,,45.77,-70.95,454600000.0,-705700000.0,442.0,1963,2018,,,1963.0,2018.0,1963.0,2016.0
7098,ST SEBASTIEN CDA FE,QUEBEC,7027730,5515,,,45.13,-73.15,450800000.0,-730900000.0,61.0,1960,1962,,,1960.0,1962.0,1960.0,1961.0
7099,ST SEVERIN,QUEBEC,7027733,5516,,,46.33,-71.05,462000000.0,-710300000.0,442.0,1964,2022,,,1964.0,2022.0,1965.0,2017.0
7100,STE SOPHIE,QUEBEC,7027737,5517,,,46.15,-71.7,460900000.0,-714200000.0,312.4,1965,1985,,,1965.0,1985.0,1965.0,1985.0
7101,ST SYLVESTRE,QUEBEC,7027740,5518,,,46.33,-71.12,462000000.0,-710700000.0,457.2,1957,1964,,,1957.0,1964.0,1962.0,1964.0
7102,ST THEOPHILE,QUEBEC,7027750,5519,,,45.93,-70.48,455600000.0,-702900000.0,395.0,1950,2018,,,1950.0,2018.0,1950.0,2017.0
7103,ST VALERIEN,QUEBEC,7027772,5520,,,45.57,-72.67,453400000.0,-724000000.0,91.0,1968,1994,,,1968.0,1994.0,1968.0,1994.0
7104,STE VICTOIRE,QUEBEC,7027780,5521,,,45.95,-73.08,455700000.0,-730500000.0,22.9,1957,1960,,,1957.0,1960.0,1957.0,1960.0
7105,ST WENCESLAS,QUEBEC,7027783,5522,,,46.17,-72.33,461000000.0,-722000000.0,83.8,1979,2018,,,1979.0,2018.0,1979.0,2018.0
7106,ST ZACHARIE,QUEBEC,7027785,5523,,,46.12,-70.38,460700000.0,-702300000.0,480.1,1965,1994,,,1965.0,1994.0,1965.0,1994.0
7107,ST ZEPHIRIN,QUEBEC,7027787,5524,,,46.07,-72.58,460400000.0,-723500000.0,51.8,1975,1994,,,1975.0,1994.0,1975.0,1994.0
7108,SAWYERVILLE,QUEBEC,7027800,5525,,,45.33,-71.57,452000000.0,-713400000.0,276.5,1952,1981,,,1952.0,1981.0,1952.0,1981.0
7109,SAWYERVILLE NORD,QUEBEC,7027802,5526,,,45.37,-71.53,452200000.0,-713200000.0,345.9,1961,2022,,,1961.0,2022.0,1961.0,2018.0
7110,SCOTT,QUEBEC,7027840,5527,,,46.5,-71.08,463000000.0,-710500000.0,144.8,1950,2022,,,1950.0,2022.0,1950.0,2018.0
7111,SHERBROOKE,QUEBEC,7028120,5528,,,45.4,-71.9,452400000.0,-715400000.0,181.4,1900,1972,,,1900.0,1972.0,1900.0,1972.0
7112,SHERBROOKE,QUEBEC,7028121,5529,,,45.37,-71.93,452200000.0,-715600000.0,254.5,1975,1985,,,1975.0,1985.0,1975.0,1985.0
7113,SHERBROOKE,QUEBEC,7028123,48371,71610.0,YSC,45.44,-71.69,452619000.0,-714129000.0,241.4,2009,2022,2009.0,2022.0,2009.0,2022.0,,
7114,SHERBROOKE A,QUEBEC,7028124,5530,71610.0,YSC,45.43,-71.68,452600000.0,-714100000.0,241.4,1962,2016,1962.0,2005.0,1962.0,2016.0,1962.0,2004.0
7115,SHERBROOKE A,QUEBEC,7028126,30171,,GSC,45.43,-71.68,452600000.0,-714100000.0,241.4,2004,2010,2004.0,2009.0,2005.0,2010.0,2005.0,2005.0
7116,SHERBROOKE (UNIVERSITE),QUEBEC,7028128,5531,,,45.38,-71.93,452300000.0,-715600000.0,244.1,1972,1975,,,1973.0,1975.0,1972.0,1975.0
7117,SOREL,QUEBEC,7028200,5532,,,46.03,-73.12,460200000.0,-730700000.0,14.6,1914,2022,,,1914.0,2022.0,1914.0,2018.0
7118,SOUTH DURHAM,QUEBEC,7028210,5533,,,45.62,-72.28,453700000.0,-721700000.0,195.1,1966,1967,,,1966.0,1967.0,1966.0,1967.0
7119,SOUTH DURHAM,QUEBEC,7028211,5534,,,45.63,-72.35,453800000.0,-722100000.0,190.5,1968,1981,,,1968.0,1981.0,1968.0,1981.0
7120,STANHOPE,QUEBEC,7028240,5535,,,45.02,-71.78,450100000.0,-714700000.0,388.6,1954,1984,,,1954.0,1984.0,1954.0,1984.0
7121,STANSTEAD,QUEBEC,7028280,5536,,,45.02,-72.1,450100000.0,-720600000.0,320.0,1948,1991,,,1948.0,1991.0,1948.0,1991.0
7122,SUTTON,QUEBEC,7028290,5537,,,45.12,-72.62,450700000.0,-723700000.0,180.4,1960,1972,,,1960.0,1972.0,1960.0,1972.0
7123,SUTTON,QUEBEC,7028292,5538,,,45.07,-72.68,450400000.0,-724100000.0,243.8,1978,2022,,,1978.0,2022.0,1978.0,2018.0
7124,SUTTON JONCTION,QUEBEC,7028295,5539,,,45.15,-72.63,450900000.0,-723800000.0,213.4,1963,1985,,,1963.0,1985.0,1963.0,1985.0
7125,SUTTON JUNCTION (AUT),QUEBEC,7028296,5540,,,45.15,-72.58,450900000.0,-723500000.0,238.0,1971,1986,1977.0,1986.0,1973.0,1975.0,1971.0,1971.0
7126,THETFORD MINES,QUEBEC,7028440,5541,,,46.07,-71.32,460400000.0,-711900000.0,310.9,1922,1965,,,1922.0,1965.0,1922.0,1965.0
7127,THETFORD MINES,QUEBEC,7028441,5542,,,46.1,-71.35,460600000.0,-712100000.0,381.0,1960,2022,,,1960.0,2022.0,1960.0,2016.0
7128,THETFORD MINES RCS,QUEBEC,7028442,45309,71494.0,MTH,46.05,-71.27,460257002.0,-711558004.0,430.0,2006,2022,2006.0,2022.0,2006.0,2022.0,,
7129,UPTON,QUEBEC,7028570,5543,,,45.65,-72.68,453900000.0,-724100000.0,61.0,1968,1982,,,1968.0,1982.0,1968.0,1982.0
7130,VALCOURT,QUEBEC,7028580,5544,,,45.48,-72.32,452900000.0,-721900000.0,205.7,1968,1982,,,1968.0,1982.0,1968.0,1982.0
7131,VALLEE JONCTION,QUEBEC,7028676,5545,,,46.38,-70.93,462300000.0,-705600000.0,152.4,1965,2018,,,1965.0,2018.0,1965.0,2017.0
7132,VALLEYFIELD,QUEBEC,7028680,5562,,,45.28,-74.1,451700000.0,-740600000.0,45.7,1952,2019,,,1952.0,2019.0,1952.0,2015.0
7133,VALLEYFIELD (ECLUSE),QUEBEC,7028682,10952,,WVE,45.23,-74.1,451400000.0,-740600000.0,46.3,1994,1995,1994.0,1995.0,,,,
7134,VAL RACINE,QUEBEC,7028695,5563,,,45.48,-71.07,452900000.0,-710400000.0,495.0,1962,1991,,,1965.0,1991.0,1962.0,1991.0
7135,VERCHERES,QUEBEC,7028700,5564,,,45.77,-73.37,454600000.0,-732200000.0,21.0,1963,2022,,,1963.0,2022.0,1963.0,2018.0
7136,VICTORIAVILLE,QUEBEC,7028720,5565,,,46.05,-71.97,460300000.0,-715800000.0,137.2,1949,1984,,,1949.0,1984.0,1949.0,1984.0
7137,BEAUCEVILLE,QUEBEC,7028754,26777,71323.0,WHV,46.21,-70.79,461218000.0,-704706000.0,229.2,1994,2022,1994.0,2022.0,1994.0,2022.0,,
7138,VIMY RIDGE,QUEBEC,7028770,5566,,,46.0,-71.42,460000000.0,-712500000.0,365.8,1965,1978,,,1965.0,1978.0,1965.0,1978.0
7139,WARDEN,QUEBEC,7028890,5567,,,45.38,-72.5,452300000.0,-723000000.0,198.1,1968,1991,,,1968.0,1991.0,1968.0,1991.0
7140,WATOPEKA,QUEBEC,7028900,5568,,,45.63,-71.75,453800000.0,-714500000.0,152.4,1942,1968,,,1942.0,1968.0,1942.0,1968.0
7141,WEST DITTON,QUEBEC,7028906,5569,,,45.4,-71.3,452400000.0,-711800000.0,512.0,1965,1993,,,1965.0,1993.0,1965.0,1993.0
7142,WOBURN,QUEBEC,7028945,5570,,,45.38,-70.87,452300000.0,-705200000.0,434.3,1965,1966,,,1965.0,1966.0,1965.0,1966.0
7143,WOBURN,QUEBEC,7028946,5571,,,45.38,-70.87,452300000.0,-705200000.0,396.0,1973,1997,,,1973.0,1997.0,1973.0,1997.0
7144,COTE-STE-CATHERINE,QUEBEC,702A9MD,10949,,WCS,45.42,-73.57,452500000.0,-733400000.0,16.6,1994,1995,1994.0,1995.0,,,,
7145,DAVELUYVILLE,QUEBEC,702A9ND,5297,,,46.18,-72.2,461100000.0,-721200000.0,83.8,1966,1994,,,1966.0,1994.0,1966.0,1994.0
7146,EATON,QUEBEC,702BC0E,5298,,,45.37,-71.6,452200000.0,-713600000.0,,1973,1975,,,1973.0,1975.0,1973.0,1975.0
7147,FABREVILLE,QUEBEC,702BL09,5299,,,45.58,-73.82,453500000.0,-734900000.0,30.5,1977,1984,,,1977.0,1984.0,1977.0,1984.0
7148,LAC MEMPHREMAGOG,QUEBEC,702CFGG,10801,,WTT,45.27,-72.17,451600000.0,-721000000.0,208.7,1994,2022,1994.0,2022.0,2018.0,2022.0,,
7149,STE-ANNE-DE-BELLEVUE 1,QUEBEC,702FHL8,10873,71377.0,WVQ,45.43,-73.93,452538000.0,-735545000.0,39.0,1993,2022,1994.0,2022.0,1993.0,2022.0,,
7150,ST-ANICET 1,QUEBEC,702FQLF,10982,71712.0,WBZ,45.12,-74.29,450715000.0,-741722000.0,49.1,1994,2022,1994.0,2022.0,1994.0,2022.0,,
7151,ST CAMILLE WOLFE,QUEBEC,702FR30,5300,,,45.67,-71.73,454000000.0,-714400000.0,268.2,1975,2022,,,1975.0,2022.0,1975.0,2018.0
7152,ST FRANCOIS DE LAVAL,QUEBEC,702G266,5302,,,45.67,-73.58,454000000.0,-733500000.0,15.2,1973,1985,,,1973.0,1985.0,1973.0,1984.0
7153,SAWYER BROOK,QUEBEC,702GGR7,5301,,,45.33,-71.62,452000000.0,-713700000.0,,1973,1973,,,1973.0,1973.0,1973.0,1973.0
7154,SHERMAN BROOK NORTH,QUEBEC,702HACH,5303,,,45.45,-71.5,452700000.0,-713000000.0,,1973,1975,,,1973.0,1975.0,1973.0,1975.0
7155,STATTON BROOK NORTH,QUEBEC,702HBHA,5304,,,45.42,-71.48,452500000.0,-712900000.0,,1973,1981,,,1973.0,1981.0,1973.0,1981.0
7156,SUCKER POND NORTH,QUEBEC,702HBHG,5305,,,45.3,-71.6,451800000.0,-713600000.0,,1973,1981,,,1973.0,1981.0,1973.0,1981.0
7157,EATON RIVER NORTH,QUEBEC,702K30E,5306,,,45.23,-71.5,451400000.0,-713000000.0,,1973,1981,,,1973.0,1981.0,1973.0,1981.0
7158,L'ACADIE,QUEBEC,702LED4,10843,71372.0,WIZ,45.29,-73.35,451738000.0,-732058000.0,43.8,1994,2022,1994.0,2022.0,1994.0,2022.0,,
7159,LAUZON (AUT),QUEBEC,702MKNL,10248,,WLU,46.83,-71.16,464955000.0,-710931000.0,20.0,1994,2007,1994.0,2007.0,,,,
7160,MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,702S006,30165,71183.0,WTQ,45.47,-73.74,452804000.0,-734430000.0,32.1,2002,2022,2008.0,2022.0,2002.0,2022.0,,
7161,ANGERS,QUEBEC,7030170,5574,,,45.55,-75.55,453300000.0,-753300000.0,91.0,1962,2022,,,1962.0,2022.0,1962.0,2018.0
7162,ARUNDEL,QUEBEC,7030310,5575,,,45.95,-74.62,455700000.0,-743700000.0,191.4,1963,2022,,,1963.0,2022.0,1963.0,2017.0
7163,BARK LAKE,QUEBEC,7030447,5576,,,46.5,-75.33,463000000.0,-752000000.0,364.2,1912,1929,,,1912.0,1929.0,1912.0,1929.0
7164,BARRAGE MERCIER,QUEBEC,7030457,5577,,,46.72,-75.98,464300000.0,-755900000.0,236.2,1927,1980,,,1927.0,1980.0,1927.0,1980.0
7165,BARRAGE MITCHINAMECUS,QUEBEC,7030462,5578,,,47.22,-75.17,471300000.0,-751000000.0,390.1,1941,1967,,,1941.0,1967.0,1941.0,1967.0
7166,BARRIERE QUINN,QUEBEC,7030475,5579,,,46.72,-76.07,464300000.0,-760400000.0,256.3,1963,1973,,,1963.0,1973.0,1963.0,1973.0
7167,BELL FALLS,QUEBEC,7030640,5580,,,45.77,-74.68,454600000.0,-744100000.0,121.9,1919,1994,,,1919.0,1994.0,1919.0,1994.0
7168,BLANCHE,QUEBEC,7030810,5581,,,45.75,-75.33,454500000.0,-752000000.0,213.0,1974,1994,,,1974.0,1994.0,1974.0,1994.0
7169,BUCKINGHAM,QUEBEC,7030874,5582,,,45.58,-75.42,453500000.0,-752500000.0,137.2,1960,1985,,,1960.0,1985.0,1960.0,1985.0
7170,CAMP TAMARACOUTA,QUEBEC,7031017,5583,,,45.83,-74.2,455000000.0,-741200000.0,281.9,1971,1987,,,1971.0,1987.0,1971.0,1987.0
7171,CHARTERIS,QUEBEC,7031315,5584,,,45.68,-76.43,454100000.0,-762600000.0,168.0,1980,2022,,,1980.0,2022.0,1980.0,2018.0
7172,CHATHAM-BROWNSBURG,QUEBEC,7031320,43190,,MBB,45.62,-74.41,453723080.0,-742439020.0,75.0,2004,2007,2004.0,2007.0,,,,
7173,CHELSEA,QUEBEC,7031360,5585,,,45.52,-75.78,453100000.0,-754700000.0,112.5,1927,2022,,,1927.0,2022.0,1927.0,2018.0
7174,CHENEVILLE,QUEBEC,7031375,5586,,,45.9,-75.08,455400000.0,-750500000.0,222.5,1964,2022,,,1964.0,2022.0,1964.0,2018.0
7175,CHUTE ST PHILIPPE,QUEBEC,7031636,5587,,,46.65,-75.25,463900000.0,-751500000.0,251.5,1972,1996,,,1972.0,1996.0,1972.0,1996.0
7176,FERME NEUVE,QUEBEC,7032370,5588,,,46.7,-75.45,464200000.0,-752700000.0,213.4,1957,1985,,,1957.0,1985.0,1957.0,1985.0
7177,FORT COULONGE,QUEBEC,7032440,5589,,,45.82,-76.75,454900000.0,-764500000.0,106.7,1948,1989,,,1948.0,1989.0,1948.0,1989.0
7178,GATINEAU,QUEBEC,7032680,5590,,,45.48,-75.65,452900000.0,-753900000.0,48.8,1953,1973,,,1953.0,1973.0,1953.0,1973.0
7179,GATINEAU A,QUEBEC,7032681,8375,,YND,45.52,-75.57,453100000.0,-753400000.0,64.3,1981,2012,1981.0,2012.0,,,,
7180,OTTAWA GATINEAU A,QUEBEC,7032682,50719,,YND,45.52,-75.56,453118000.0,-753349000.0,64.3,2012,2022,2012.0,2022.0,,,,
7181,OTTAWA GATINEAU A,QUEBEC,7032685,53001,,YND,45.52,-75.56,453118000.0,-753349000.0,64.3,2014,2022,2014.0,2022.0,2018.0,2022.0,,
7182,HARRINGTON,QUEBEC,7032990,43192,,MHN,45.8,-74.64,454752030.0,-743839080.0,168.0,2004,2006,2004.0,2006.0,,,,
7183,HARRINGTON FOREST FARM,QUEBEC,7032997,5591,,,45.85,-74.63,455100000.0,-743800000.0,182.9,1963,1991,,,1963.0,1991.0,1963.0,1991.0
7184,HIGH FALLS,QUEBEC,7033120,5592,,,45.85,-75.65,455100000.0,-753900000.0,189.0,1933,1972,,,1933.0,1972.0,1933.0,1972.0
7185,HIGH FALLS,QUEBEC,7033121,27717,71391.0,XHF,45.84,-75.65,455022000.0,-753853000.0,194.6,1999,2022,1999.0,2022.0,1999.0,2022.0,,
7186,HUBERDEAU,QUEBEC,7033160,5593,,,45.97,-74.63,455800000.0,-743800000.0,213.4,1913,1980,,,1913.0,1980.0,1913.0,1980.0
7187,LACHUTE,QUEBEC,7033650,5594,,,45.65,-74.33,453900000.0,-742000000.0,91.4,1963,2022,,,1963.0,2022.0,1963.0,2018.0
7188,LAC KIAMIKA,QUEBEC,7033665,5595,,,46.62,-75.12,463700000.0,-750700000.0,283.5,1952,1971,,,1952.0,1971.0,1952.0,1971.0
7189,LAC MASSON,QUEBEC,7033673,5596,,,46.03,-74.05,460200000.0,-740300000.0,312.4,1966,1967,,,1966.0,1967.0,1966.0,1967.0
7190,LAC POISSON BLANC,QUEBEC,7033685,5597,,,45.97,-75.82,455800000.0,-754900000.0,228.6,1963,1966,,,1963.0,1966.0,1963.0,1966.0
7191,LAC ST DENIS,QUEBEC,7033700,5598,,,45.93,-74.32,455600000.0,-741900000.0,406.3,1957,1986,,,1957.0,1986.0,1963.0,1986.0
7192,LA MACAZA,QUEBEC,7033939,5599,,,46.37,-74.77,462200000.0,-744600000.0,243.8,1976,2022,,,1976.0,2022.0,1976.0,2018.0
7193,LA MACAZA A,QUEBEC,7033940,5600,,,46.4,-74.78,462400000.0,-744700000.0,245.1,1956,1976,,,1956.0,1976.0,1956.0,1976.0
7194,LA MINERVE,QUEBEC,7034010,5601,,,46.25,-74.93,461500000.0,-745600000.0,274.3,1974,1994,,,1974.0,1994.0,1974.0,1994.0
7195,L'ANNONCIATION,QUEBEC,7034040,5602,,,46.42,-74.87,462500000.0,-745200000.0,243.8,1953,1982,,,1953.0,1982.0,1953.0,1982.0
7196,LOCHABER,QUEBEC,7034310,43188,,MHB,45.64,-75.21,453822020.0,-751228000.0,105.0,2004,2005,2004.0,2005.0,,,,
7197,LUCERNE,QUEBEC,7034350,5603,,,45.53,-75.97,453200000.0,-755800000.0,100.6,1911,1945,,,1911.0,1945.0,1911.0,1945.0
7198,LUSKVILLE,QUEBEC,7034365,5604,,,45.53,-76.05,453200000.0,-760300000.0,68.9,1980,2022,,,1980.0,2022.0,1981.0,2018.0
7199,LYTTON,QUEBEC,7034395,5605,,,46.68,-76.03,464100000.0,-760200000.0,213.1,1973,1994,,,1973.0,1994.0,1973.0,1994.0
7200,MANIWAKI UA,QUEBEC,7034480,5607,71722.0,WMW,46.3,-76.01,461806500.0,-760021800.0,188.58,1953,2018,1953.0,1993.0,1953.0,2018.0,1953.0,1993.0
7201,MANIWAKI 2,QUEBEC,7034481,5609,,,46.38,-75.98,462300000.0,-755900000.0,173.7,1913,1975,,,1913.0,1975.0,1913.0,1975.0
7202,MANIWAKI AIRPORT,QUEBEC,7034482,5606,71721.0,WMJ,46.27,-75.99,461629000.0,-755931000.0,199.7,1972,2022,1994.0,2022.0,1993.0,2022.0,1972.0,2005.0
7203,MASSON,QUEBEC,7034635,5610,,,45.53,-75.42,453200000.0,-752500000.0,54.9,1963,1979,,,1963.0,1979.0,1963.0,1979.0
7204,MONTREAL MIRABEL INTL A,QUEBEC,7034900,49608,,YMX,45.68,-74.04,454050000.0,-740219000.0,82.3,2012,2022,2012.0,2022.0,2018.0,2022.0,,
7205,MONTEBELLO,QUEBEC,7035109,5611,,,45.65,-74.93,453900000.0,-745600000.0,45.7,1976,1985,,,1976.0,1985.0,1976.0,1985.0
7206,MONTEBELLO (SEDBERGH),QUEBEC,7035110,5612,,,45.7,-74.93,454200000.0,-745600000.0,196.6,1956,2015,,,1956.0,2015.0,1956.0,2015.0
7207,MONTEBELLO SEIGNIORY,QUEBEC,7035112,5613,,,45.65,-74.95,453900000.0,-745700000.0,52.4,1930,1975,,,1930.0,1975.0,1930.0,1975.0
7208,MONT LAURIER,QUEBEC,7035158,5614,,,46.57,-75.5,463400000.0,-753000000.0,243.8,1920,1963,,,1920.0,1963.0,1920.0,1963.0
7209,MONT LAURIER,QUEBEC,7035160,5615,,,46.57,-75.55,463400000.0,-753300000.0,244.0,1963,2014,,,1963.0,2014.0,1963.0,2014.0
7210,MONTREAL/MIRABEL INT'L A,QUEBEC,7035290,5616,,YMX,45.67,-74.03,454000000.0,-740200000.0,82.6,1975,2012,1975.0,2012.0,1975.0,2008.0,1975.0,2008.0
7211,MORIN HEIGHTS,QUEBEC,7035360,5617,,,45.92,-74.27,455500000.0,-741600000.0,289.6,1948,1982,,,1948.0,1982.0,1948.0,1982.0
7212,NOMININGUE,QUEBEC,7035520,5618,,,46.4,-75.08,462400000.0,-750500000.0,274.0,1913,2013,,,1913.0,2013.0,1913.0,2013.0
7213,NOTRE DAME DE LA PAIX,QUEBEC,7035666,5619,,,45.8,-74.98,454800000.0,-745900000.0,183.0,1979,2022,,,1979.0,2022.0,1979.0,2018.0
7214,NOTRE DAME DU LAUS,QUEBEC,7035680,5620,,,46.12,-75.63,460700000.0,-753800000.0,213.4,1929,1991,,,1929.0,1991.0,1929.0,1991.0
7215,OTTER LAKE,QUEBEC,7035760,5621,,,45.85,-76.43,455100000.0,-762600000.0,213.4,1948,2004,,,1948.0,2004.0,1948.0,2004.0
7216,PERKINS,QUEBEC,7036000,5622,,,45.6,-75.62,453600000.0,-753700000.0,152.4,1911,1991,,,1911.0,1991.0,1911.0,1991.0
7217,POINTE AU CHENE,QUEBEC,7036063,5623,,,45.65,-74.8,453900000.0,-744800000.0,51.0,1958,2009,,,1958.0,2009.0,1958.0,2009.0
7218,STE AGATHE DES MONTS,QUEBEC,7036760,5624,,,46.05,-74.28,460300000.0,-741700000.0,365.8,1899,1958,,,1899.0,1958.0,1899.0,1958.0
7219,STE AGATHE DES MONTS,QUEBEC,7036762,5625,,,46.05,-74.28,460300000.0,-741700000.0,394.7,1965,1992,1965.0,1992.0,1966.0,1992.0,1966.0,1992.0
7220,STE AGATHE MANOR HOUSE,QUEBEC,7036780,5626,,,46.08,-74.3,460500000.0,-741800000.0,391.7,1958,1960,,,1958.0,1960.0,1958.0,1960.0
7221,SAINT-ANDRE-AVELIN,QUEBEC,7036800,43103,,MAN,45.81,-75.06,454851007.0,-750347005.0,195.0,2004,2007,2004.0,2007.0,,,,
7222,STE ANNE DU LAC,QUEBEC,7036855,5627,,,46.85,-75.33,465100000.0,-752000000.0,262.1,1963,2022,,,1963.0,2022.0,1963.0,2018.0
7223,ST EMILE DE SUFFOLK,QUEBEC,7037175,5628,,,45.95,-74.92,455700000.0,-745500000.0,228.6,1973,1976,,,1973.0,1976.0,1974.0,1976.0
7224,ST FAUSTIN,QUEBEC,7037230,5629,,,46.12,-74.48,460700000.0,-742900000.0,365.8,1967,1994,,,1967.0,1994.0,1967.0,1994.0
7225,ST HIPPOLYTE,QUEBEC,7037310,5630,,,45.98,-74.0,455900000.0,-740000000.0,365.8,1961,2022,,,1961.0,2022.0,1961.0,2018.0
7226,ST JEROME,QUEBEC,7037400,5631,,,45.8,-74.05,454800000.0,-740300000.0,169.5,1932,2022,,,1932.0,2022.0,1932.0,2018.0
7227,SHAWBRIDGE BOYS FARM,QUEBEC,7037985,5632,,,45.88,-74.07,455300000.0,-740400000.0,185.9,1959,1967,,,1959.0,1967.0,1959.0,1967.0
7228,SHAWVILLE,QUEBEC,7038040,5633,,,45.62,-76.47,453700000.0,-762800000.0,167.6,1948,2012,,,1948.0,2012.0,1948.0,2012.0
7229,SHAWVILLE WINSLOW,QUEBEC,7038046,5634,,,45.77,-76.5,454600000.0,-763000000.0,166.1,1960,1964,,,1960.0,1964.0,1960.0,1963.0
7230,SHEENBORO,QUEBEC,7038080,5635,,,45.97,-77.25,455800000.0,-771500000.0,137.2,1948,2014,,,1948.0,2014.0,1948.0,2014.0
7231,TAPINI FARM,QUEBEC,7038350,5636,,,46.93,-75.13,465600000.0,-750800000.0,274.3,1963,1977,,,1963.0,1977.0,1963.0,1977.0
7232,THURSO,QUEBEC,7038500,5637,,,45.6,-75.27,453600000.0,-751600000.0,54.9,1958,1985,,,1958.0,1985.0,1958.0,1985.0
7233,VAL DES BOIS,QUEBEC,7038587,5638,,,45.9,-75.6,455400000.0,-753600000.0,198.1,1972,1994,,,1972.0,1994.0,1972.0,1994.0
7234,WAKEFIELD,QUEBEC,7038835,5639,,,45.6,-75.9,453600000.0,-755400000.0,152.4,1963,1993,,,1963.0,1993.0,1963.0,1993.0
7235,WALTHAM,QUEBEC,7038880,5640,,,45.92,-76.92,455500000.0,-765500000.0,112.5,1953,1994,,,1953.0,1994.0,1953.0,1994.0
